"O" "X" "Y" "XY" "R" "precis" "steady" "time" "steps" "ID"
"44" 29552.7543470357 99853262.4659568 0 0 0.11718477969621 3.29791021158599e-09 1 43660.3320115315 273 "1e-11_1_1_1.05_0_1e-06_1:0_1_1_0_0_1e-06_1"
"45" 99876813.4016797 5.47931099813679e-06 0 0 0.123186598315646 8.60251320716852e-09 1 4535.62967342696 457 "1e-13_1_1_0.85_0_1e-04_1:0_1_1_0_0_1e-04_1"
"46" 99876813.4016862 8.26044555281327e-07 0 0 0.123186598315647 3.84683898896659e-09 1 5033.70315949363 458 "1e-12_1_1_0.85_0_1e-04_1:0_1_1_0_0_1e-04_1"
"47" 99876813.4016833 3.64632855483461e-06 0 0 0.123186598315647 5.46248401086353e-09 1 5259.50716505975 461 "1e-11_1_1_0.85_0_1e-04_1:0_1_1_0_0_1e-04_1"
"48" 7789522.53715851 92066952.4791783 0 0 0.143524983663204 1.33877975372343e-10 1 184812.60960806 294 "1e-10_1_1_0.85_0_1e-04_1:0_1_1_0_0_1e-04_1"
"49" 99876813.4016829 2.20662963417643e-06 0 0 0.123186598315646 7.42203640729458e-09 1 6955.22308930889 444 "1e-13_1_1_0.9_0_1e-04_1:0_1_1_0_0_1e-04_1"
"50" 99876813.4016855 2.35035838241469e-06 0 0 0.123186598315646 6.82073462937146e-09 1 7058.40853137388 460 "1e-12_1_1_0.9_0_1e-04_1:0_1_1_0_0_1e-04_1"
"51" 99876813.401682 4.998580302948e-06 0 0 0.123186598315646 4.31916389793718e-09 1 8317.42375646563 493 "1e-11_1_1_0.9_0_1e-04_1:0_1_1_0_0_1e-04_1"
"52" 2246836.91777451 97616264.9926144 0 0 0.136898089611056 8.06467195246796e-09 1 58902.7618349997 292 "1e-10_1_1_0.9_0_1e-04_1:0_1_1_0_0_1e-04_1"
"53" 99876813.4016784 5.84511332351324e-06 0 0 0.123186598315647 9.09347650742649e-09 1 12995.0265972297 406 "1e-13_1_1_0.95_0_1e-04_1:0_1_1_0_0_1e-04_1"
"54" 99876813.4016768 8.55299318254856e-06 0 0 0.123186598315647 7.62968818732818e-09 1 13295.2699578708 458 "1e-12_1_1_0.95_0_1e-04_1:0_1_1_0_0_1e-04_1"
"55" 99876813.4016775 1.09806850393684e-05 0 0 0.123186598315646 9.40192859695002e-09 1 20308.2101306522 436 "1e-11_1_1_0.95_0_1e-04_1:0_1_1_0_0_1e-04_1"
"56" 1357425.6563878 98512831.1020761 0 0 0.129743241536118 6.18019893039445e-09 1 39712.7483408373 281 "1e-10_1_1_0.95_0_1e-04_1:0_1_1_0_0_1e-04_1"
"57" 99876813.4016838 -5.08970878179595e-09 0 0 0.123186598315646 3.73806253205107e-10 1 48643.0392500019 502 "1e-13_1_1_0.975_0_1e-04_1:0_1_1_0_0_1e-04_1"
"58" 99876813.4016854 -3.40578965255633e-09 0 0 0.123186598315645 7.63769939161438e-09 1 33930.7870450685 475 "1e-12_1_1_0.975_0_1e-04_1:0_1_1_0_0_1e-04_1"
"59" 99876813.4016832 1.19765261057259e-06 0 0 0.123186598315647 1.73149581033609e-09 1 95004.5890120159 494 "1e-11_1_1_0.975_0_1e-04_1:0_1_1_0_0_1e-04_1"
"60" 1147222.58126958 98726390.4898656 0 0 0.126386928864792 6.11180439591408e-11 1 40793.0706942393 275 "1e-10_1_1_0.975_0_1e-04_1:0_1_1_0_0_1e-04_1"
"61" 99876813.4016846 7.01408248466846e-07 0 0 0.123186598315646 4.65661749160521e-09 1 366031.070299845 444 "1e-13_1_1_1_0_1e-04_1:0_1_1_0_0_1e-04_1"
"62" 99876813.2065214 0.195077357057145 0 0 0.123186598315645 7.63770914638528e-09 1 108410101.178246 566 "1e-12_1_1_1_0_1e-04_1:0_1_1_0_0_1e-04_1"
"63" 9999999.99999718 89876813.4016872 0 0 0.123186598315646 1.01354107329144e-09 1 232778.029052113 304 "1e-11_1_1_1_0_1e-04_1:0_1_1_0_0_1e-04_1"
"64" 4169274.10561948 95713303.9343822 0 0 0.117421959998393 1.07406226135254e-09 1 140363.500801985 288 "1e-13_1_1_1.05_0_1e-04_1:0_1_1_0_0_1e-04_1"
"65" 4018764.20457976 95863822.4755411 0 0 0.11741331987918 5.55180594830063e-09 1 130898.157718402 288 "1e-12_1_1_1.05_0_1e-04_1:0_1_1_0_0_1e-04_1"
"66" 2952369.66838737 96930278.1923652 0 0 0.117352139247432 1.39953062472387e-09 1 1158221.25126839 312 "1e-11_1_1_1.05_0_1e-04_1:0_1_1_0_0_1e-04_1"
